set_id,user_id,date,week_index_user,week_type,acwr,session_tag,exercise_id,set_index,reps_target,reps_done,load_intended_kg,load_done_kg,rpe_done,rest_planned_sec,rir_target,feedback,workout_id
0002S0000410,2,2025-10-23,20,spike,1.8006536824322714,FullBody,19,2,11,11,33.0,21.5,6.5,90.0,3.0,,133.0
0002S0000411,2,2025-10-23,20,spike,1.8006536824322714,FullBody,19,3,12,13,33.0,22.5,,90.0,3.0,,133.0
0002S0000412,2,2025-10-23,20,spike,1.8006536824322714,FullBody,19,4,8,9,33.0,25.0,6.5,90.0,3.0,,133.0
0002S0000413,2,2025-10-23,20,spike,1.8006536824322714,FullBody,19,5,8,7,33.0,25.75,4.5,90.0,3.0,,133.0
0002S0000414,2,2025-10-23,20,spike,1.8006536824322714,FullBody,19,6,10,10,33.0,22.0,3.5,90.0,3.0,,133.0
0002S0000415,2,2025-10-23,20,spike,1.8006536824322714,FullBody,19,7,6,4,33.0,26.0,1.5,90.0,3.0,,133.0
0002S0000416,2,2025-10-23,20,spike,1.8006536824322714,FullBody,19,8,12,12,33.0,21.5,5.5,90.0,3.0,,133.0
0002S0000417,2,2025-10-25,20,spike,1.8006536824322714,FullBody,20,1,10,10,34.0,24.75,6.5,120.0,2.0,,134.0
0002S0000418,2,2025-10-25,20,spike,1.8006536824322714,FullBody,20,2,9,8,34.0,24.5,7.5,120.0,2.0,,134.0
0002S0000419,2,2025-10-25,20,spike,1.8006536824322714,FullBody,20,3,11,11,34.0,25.5,8.5,120.0,2.0,,134.0
0002S0000420,2,2025-10-25,20,spike,1.8006536824322714,FullBody,20,4,6,5,34.0,29.25,7.0,120.0,2.0,,134.0
0002S0000421,2,2025-10-25,20,spike,1.8006536824322714,FullBody,20,5,6,6,34.0,27.5,5.5,120.0,2.0,,134.0
0002S0000422,2,2025-10-25,20,spike,1.8006536824322714,FullBody,19,1,8,6,30.5,23.25,8.0,180.0,4.0,,134.0
0002S0000423,2,2025-10-25,20,spike,1.8006536824322714,FullBody,19,2,10,11,30.5,22.75,8.5,180.0,4.0,,134.0
0002S0000424,2,2025-10-25,20,spike,1.8006536824322714,FullBody,19,3,7,8,30.5,25.25,6.0,180.0,4.0,,134.0
0002S0000425,2,2025-10-25,20,spike,1.8006536824322714,FullBody,19,4,11,12,30.5,21.5,5.0,180.0,4.0,,134.0
0002S0000426,2,2025-10-25,20,spike,1.8006536824322714,FullBody,19,5,6,5,30.5,25.0,5.5,180.0,4.0,,134.0
0002S0000427,2,2025-10-28,21,normal,1.1723885142113837,FullBody,20,1,12,13,32.5,24.0,2.5,120.0,2.0,,135.0
0002S0000428,2,2025-10-28,21,normal,1.1723885142113837,FullBody,20,2,12,11,32.5,23.25,3.5,120.0,2.0,,135.0
0002S0000429,2,2025-10-28,21,normal,1.1723885142113837,FullBody,20,3,11,11,32.5,23.75,6.0,120.0,2.0,,135.0
0002S0000430,2,2025-10-28,21,normal,1.1723885142113837,FullBody,19,1,12,10,35.0,24.75,7.0,180.0,3.0,,135.0
0002S0000431,2,2025-10-28,21,normal,1.1723885142113837,FullBody,19,2,11,10,35.0,23.75,3.0,180.0,3.0,,135.0
0002S0000432,2,2025-10-28,21,normal,1.1723885142113837,FullBody,19,3,8,5,35.0,26.0,4.0,180.0,3.0,,135.0
0002S0000433,2,2025-10-30,21,normal,1.1723885142113837,FullBody,20,1,11,11,29.25,23.75,4.5,180.0,2.0,,136.0
0002S0000434,2,2025-10-30,21,normal,1.1723885142113837,FullBody,20,2,11,11,29.25,25.5,7.5,180.0,2.0,,136.0
0002S0000435,2,2025-10-30,21,normal,1.1723885142113837,FullBody,20,3,12,12,29.25,24.25,7.0,180.0,2.0,,136.0
0002S0000436,2,2025-10-30,21,normal,1.1723885142113837,FullBody,19,1,6,5,33.75,26.5,3.0,180.0,4.0,,136.0
0002S0000437,2,2025-10-30,21,normal,1.1723885142113837,FullBody,19,2,6,7,33.75,26.75,2.5,180.0,4.0,,136.0
0002S0000438,2,2025-10-30,21,normal,1.1723885142113837,FullBody,19,3,12,13,33.75,22.5,8.0,180.0,4.0,Sentito bene,136.0
0002S0000439,2,2025-10-30,21,normal,1.1723885142113837,FullBody,19,4,10,11,33.75,25.0,9.0,180.0,4.0,,136.0
0002S0000440,2,2025-10-30,21,normal,1.1723885142113837,FullBody,19,5,6,5,33.75,26.5,4.5,180.0,4.0,,136.0
0002S0000441,2,2025-11-04,22,normal,1.1138264884368498,FullBody,20,1,6,6,25.75,27.75,7.5,150.0,4.0,,138.0
0002S0000442,2,2025-11-04,22,normal,1.1138264884368498,FullBody,20,2,7,7,25.75,26.25,7.5,150.0,4.0,,138.0
0002S0000443,2,2025-11-04,22,normal,1.1138264884368498,FullBody,20,3,8,8,25.75,25.75,5.0,150.0,4.0,,138.0
0002S0000444,2,2025-11-04,22,normal,1.1138264884368498,FullBody,19,1,7,6,29.5,26.75,8.0,180.0,2.0,,138.0
0002S0000445,2,2025-11-04,22,normal,1.1138264884368498,FullBody,19,2,7,6,29.5,24.75,4.0,180.0,2.0,,138.0
0002S0000446,2,2025-11-04,22,normal,1.1138264884368498,FullBody,19,3,10,10,29.5,24.5,9.5,180.0,2.0,,138.0
0002S0000447,2,2025-11-09,22,normal,1.1138264884368498,FullBody,20,1,10,9,31.0,24.0,3.5,180.0,3.0,,140.0
0002S0000448,2,2025-11-09,22,normal,1.1138264884368498,FullBody,20,2,9,8,31.0,24.25,4.5,180.0,3.0,,140.0
0002S0000449,2,2025-11-09,22,normal,1.1138264884368498,FullBody,20,3,7,9,31.0,23.75,5.0,180.0,3.0,,140.0
0002S0000450,2,2025-11-09,22,normal,1.1138264884368498,FullBody,19,1,11,11,33.75,23.5,5.0,120.0,3.0,,140.0
0002S0000451,2,2025-11-09,22,normal,1.1138264884368498,FullBody,19,2,12,12,33.75,22.5,4.5,120.0,3.0,,140.0
0002S0000452,2,2025-11-09,22,normal,1.1138264884368498,FullBody,19,3,7,7,33.75,25.25,9.5,120.0,3.0,,140.0
0002S0000453,2,2025-11-09,22,normal,1.1138264884368498,FullBody,19,4,11,11,33.75,24.75,5.0,120.0,3.0,,140.0
0002S0000454,2,2025-11-09,22,normal,1.1138264884368498,FullBody,19,5,9,10,33.75,25.5,1.0,120.0,3.0,,140.0
0002S0000455,2,2025-11-11,23,spike,1.4841935430292794,FullBody,20,1,11,12,29.25,23.5,4.5,150.0,3.0,,141.0
0002S0000456,2,2025-11-11,23,spike,1.4841935430292794,FullBody,20,2,9,8,29.25,28.0,5.5,150.0,3.0,,141.0
0002S0000457,2,2025-11-11,23,spike,1.4841935430292794,FullBody,20,3,8,8,29.25,26.5,7.5,150.0,3.0,,141.0
0002S0000458,2,2025-11-11,23,spike,1.4841935430292794,FullBody,20,4,10,9,29.25,24.75,3.5,150.0,3.0,,141.0
0002S0000459,2,2025-11-11,23,spike,1.4841935430292794,FullBody,20,5,11,11,29.25,24.5,4.0,150.0,3.0,,141.0
0002S0000460,2,2025-11-11,23,spike,1.4841935430292794,FullBody,20,6,8,8,29.25,28.0,4.0,150.0,3.0,,141.0
0002S0000461,2,2025-11-11,23,spike,1.4841935430292794,FullBody,20,7,12,12,29.25,23.0,3.5,150.0,3.0,,141.0
0002S0000462,2,2025-11-11,23,spike,1.4841935430292794,FullBody,20,8,12,13,29.25,22.75,7.5,150.0,3.0,,141.0
0002S0000463,2,2025-11-11,23,spike,1.4841935430292794,FullBody,20,9,11,11,29.25,23.75,6.5,150.0,3.0,,141.0
0002S0000464,2,2025-11-11,23,spike,1.4841935430292794,FullBody,19,1,11,13,29.5,24.0,2.5,150.0,3.0,,141.0
0002S0000465,2,2025-11-11,23,spike,1.4841935430292794,FullBody,19,2,6,6,29.5,26.0,2.5,150.0,3.0,,141.0
0002S0000466,2,2025-11-11,23,spike,1.4841935430292794,FullBody,19,3,11,10,29.5,24.0,2.0,150.0,3.0,,141.0
0002S0000467,2,2025-11-11,23,spike,1.4841935430292794,FullBody,19,4,10,8,29.5,23.25,6.0,150.0,3.0,,141.0
0002S0000468,2,2025-11-12,23,spike,1.4841935430292794,FullBody,20,1,6,5,33.0,29.25,7.5,150.0,2.0,,142.0
0002S0000469,2,2025-11-12,23,spike,1.4841935430292794,FullBody,20,2,7,4,33.0,29.0,6.0,150.0,2.0,,142.0
0002S0000470,2,2025-11-12,23,spike,1.4841935430292794,FullBody,20,3,9,8,33.0,25.25,2.0,150.0,2.0,,142.0
0002S0000471,2,2025-11-12,23,spike,1.4841935430292794,FullBody,20,4,12,12,33.0,24.25,6.5,150.0,2.0,,142.0
0002S0000472,2,2025-11-12,23,spike,1.4841935430292794,FullBody,19,1,8,8,25.75,24.5,5.5,120.0,4.0,,142.0
0002S0000473,2,2025-11-12,23,spike,1.4841935430292794,FullBody,19,2,8,7,25.75,25.25,2.5,120.0,4.0,Sentito bene,142.0
0002S0000474,2,2025-11-12,23,spike,1.4841935430292794,FullBody,19,3,12,12,25.75,22.0,4.5,120.0,4.0,,142.0
0002S0000475,2,2025-11-12,23,spike,1.4841935430292794,FullBody,19,4,6,6,25.75,26.75,6.5,120.0,4.0,,142.0
0002S0000476,2,2025-11-12,23,spike,1.4841935430292794,FullBody,19,5,10,11,25.75,24.25,6.5,120.0,4.0,,142.0
0002S0000477,2,2025-11-12,23,spike,1.4841935430292794,FullBody,19,6,9,10,25.75,24.25,3.0,120.0,4.0,,142.0
0002S0000478,2,2025-11-12,23,spike,1.4841935430292794,FullBody,19,7,6,5,25.75,26.5,3.0,120.0,4.0,,142.0
0002S0000479,2,2025-11-12,23,spike,1.4841935430292794,FullBody,19,8,10,11,25.75,24.0,4.5,120.0,4.0,,142.0
0002S0000480,2,2025-11-16,23,spike,1.4841935430292794,FullBody,20,1,7,6,38.0,30.25,5.5,90.0,2.0,Sentito bene,143.0
0002S0000481,2,2025-11-16,23,spike,1.4841935430292794,FullBody,20,2,12,12,38.0,23.5,3.5,90.0,2.0,,143.0
0002S0000482,2,2025-11-16,23,spike,1.4841935430292794,FullBody,20,3,8,7,38.0,28.25,6.0,90.0,2.0,,143.0
0002S0000483,2,2025-11-16,23,spike,1.4841935430292794,FullBody,20,4,10,10,38.0,25.25,4.5,90.0,2.0,,143.0
0002S0000484,2,2025-11-16,23,spike,1.4841935430292794,FullBody,20,5,11,10,38.0,26.5,3.0,90.0,2.0,,143.0
0002S0000485,2,2025-11-16,23,spike,1.4841935430292794,FullBody,19,1,9,10,27.25,23.5,1.5,180.0,3.0,,143.0
0002S0000486,2,2025-11-16,23,spike,1.4841935430292794,FullBody,19,2,9,10,27.25,24.5,4.0,180.0,3.0,,143.0
0002S0000487,2,2025-11-16,23,spike,1.4841935430292794,FullBody,19,3,8,9,27.25,27.75,9.0,180.0,3.0,,143.0
0002S0000488,2,2025-11-16,23,spike,1.4841935430292794,FullBody,19,4,6,8,27.25,27.25,6.0,180.0,3.0,,143.0
0002S0000489,2,2025-11-16,23,spike,1.4841935430292794,FullBody,19,5,7,8,27.25,25.75,3.0,180.0,3.0,,143.0
0002S0000490,2,2025-11-16,23,spike,1.4841935430292794,FullBody,19,6,9,7,27.25,24.5,7.5,180.0,3.0,,143.0
0002S0000491,2,2025-11-18,24,normal,1.1472109224541187,FullBody,20,1,10,9,34.75,27.0,5.0,90.0,2.0,,144.0
0002S0000492,2,2025-11-18,24,normal,1.1472109224541187,FullBody,20,2,11,11,34.75,23.5,3.5,90.0,2.0,,144.0
0002S0000493,2,2025-11-18,24,normal,1.1472109224541187,FullBody,20,3,7,8,34.75,27.5,4.5,90.0,2.0,,144.0
0002S0000494,2,2025-11-18,24,normal,1.1472109224541187,FullBody,19,1,7,8,27.25,26.25,5.5,90.0,4.0,,144.0
0002S0000495,2,2025-11-18,24,normal,1.1472109224541187,FullBody,19,2,7,6,27.25,27.25,7.0,90.0,4.0,,144.0
0002S0000496,2,2025-11-18,24,normal,1.1472109224541187,FullBody,19,3,10,11,27.25,23.75,8.5,90.0,4.0,,144.0
0002S0000497,2,2025-11-18,24,normal,1.1472109224541187,FullBody,19,4,11,11,27.25,21.75,4.5,90.0,4.0,,144.0
0002S0000498,2,2025-11-18,24,normal,1.1472109224541187,FullBody,19,5,8,9,27.25,26.75,3.0,90.0,4.0,,144.0
0002S0000499,2,2025-11-18,24,normal,1.1472109224541187,FullBody,19,6,12,11,27.25,22.5,5.5,90.0,4.0,,144.0
0002S0000500,2,2025-11-23,24,normal,1.1472109224541187,FullBody,20,1,6,5,30.5,28.5,6.0,180.0,2.0,,146.0
0002S0000501,2,2025-11-23,24,normal,1.1472109224541187,FullBody,20,2,6,6,30.5,30.5,1.5,180.0,2.0,,146.0
0002S0000502,2,2025-11-23,24,normal,1.1472109224541187,FullBody,20,3,7,7,30.5,27.5,3.0,180.0,2.0,,146.0
0002S0000503,2,2025-11-23,24,normal,1.1472109224541187,FullBody,20,4,7,7,30.5,27.25,2.5,180.0,2.0,,146.0
0002S0000504,2,2025-11-23,24,normal,1.1472109224541187,FullBody,20,5,10,11,30.5,25.5,4.0,180.0,2.0,,146.0
0002S0000505,2,2025-11-23,24,normal,1.1472109224541187,FullBody,20,6,10,10,30.5,26.0,5.5,180.0,2.0,,146.0
0002S0000506,2,2025-11-23,24,normal,1.1472109224541187,FullBody,19,1,8,7,33.5,25.5,8.5,120.0,2.0,,146.0
0002S0000507,2,2025-11-23,24,normal,1.1472109224541187,FullBody,19,2,6,7,33.5,28.75,7.0,120.0,2.0,Sentito bene,146.0
0002S0000508,2,2025-11-23,24,normal,1.1472109224541187,FullBody,19,3,10,10,33.5,24.0,4.5,120.0,2.0,,146.0
0002S0000509,2,2025-11-24,25,spike,1.4801413203090437,FullBody,20,1,9,7,34.0,27.25,7.0,150.0,2.0,,147.0
0002S0000510,2,2025-11-24,25,spike,1.4801413203090437,FullBody,20,2,7,5,34.0,27.0,6.0,150.0,2.0,,147.0
0002S0000511,2,2025-11-24,25,spike,1.4801413203090437,FullBody,20,3,6,5,34.0,30.75,7.0,150.0,2.0,,147.0
0002S0000512,2,2025-11-24,25,spike,1.4801413203090437,FullBody,20,4,12,11,34.0,23.25,6.0,150.0,2.0,,147.0
0002S0000513,2,2025-11-24,25,spike,1.4801413203090437,FullBody,19,1,10,8,29.75,22.75,5.5,90.0,2.0,,147.0
0002S0000514,2,2025-11-24,25,spike,1.4801413203090437,FullBody,19,2,12,13,29.75,24.0,4.5,90.0,2.0,,147.0
0002S0000515,2,2025-11-24,25,spike,1.4801413203090437,FullBody,19,3,6,5,29.75,,4.5,90.0,2.0,,147.0
0002S0000516,2,2025-11-24,25,spike,1.4801413203090437,FullBody,19,4,10,9,29.75,23.0,5.0,90.0,2.0,,147.0
0002S0000517,2,2025-11-27,25,spike,1.4801413203090437,FullBody,20,1,12,12,31.5,22.5,6.5,150.0,3.0,,148.0
0002S0000518,2,2025-11-27,25,spike,1.4801413203090437,FullBody,20,2,6,6,31.5,27.25,6.5,150.0,3.0,,148.0
0002S0000519,2,2025-11-27,25,spike,1.4801413203090437,FullBody,20,3,10,11,31.5,25.0,6.0,150.0,3.0,,148.0
0002S0000520,2,2025-11-27,25,spike,1.4801413203090437,FullBody,20,4,9,9,31.5,,6.0,150.0,3.0,,148.0
0002S0000521,2,2025-11-27,25,spike,1.4801413203090437,FullBody,20,5,8,9,31.5,26.0,5.0,150.0,3.0,,148.0
0002S0000522,2,2025-11-27,25,spike,1.4801413203090437,FullBody,20,6,9,8,31.5,24.75,6.5,150.0,3.0,,148.0
0002S0000523,2,2025-11-27,25,spike,1.4801413203090437,FullBody,20,7,7,6,31.5,27.5,4.5,150.0,3.0,,148.0
0002S0000524,2,2025-11-27,25,spike,1.4801413203090437,FullBody,20,8,9,10,31.5,26.5,5.5,150.0,3.0,,148.0
0002S0000525,2,2025-11-27,25,spike,1.4801413203090437,FullBody,20,9,12,13,31.5,23.75,3.5,150.0,3.0,,148.0
0002S0000526,2,2025-11-27,25,spike,1.4801413203090437,FullBody,19,1,11,12,32.25,22.0,2.0,90.0,4.0,,148.0
0002S0000527,2,2025-11-27,25,spike,1.4801413203090437,FullBody,19,2,12,12,32.25,21.75,8.0,90.0,4.0,,148.0
0002S0000528,2,2025-11-27,25,spike,1.4801413203090437,FullBody,19,3,11,10,32.25,22.5,6.0,90.0,4.0,,148.0
0002S0000529,2,2025-11-27,25,spike,1.4801413203090437,FullBody,19,4,10,11,32.25,23.5,10.0,90.0,4.0,,148.0
0002S0000530,2,2025-11-27,25,spike,1.4801413203090437,FullBody,19,5,11,11,32.25,23.25,3.5,90.0,4.0,,148.0
0002S0000531,2,2025-11-27,25,spike,1.4801413203090437,FullBody,19,6,10,12,32.25,23.75,4.0,90.0,4.0,,148.0
0002S0000532,2,2025-12-02,26,spike,1.716574357575523,FullBody,20,1,9,8,34.0,25.0,7.5,150.0,4.0,Sentito bene,150.0
0002S0000533,2,2025-12-02,26,spike,1.716574357575523,FullBody,20,2,11,11,34.0,24.5,4.5,150.0,4.0,,150.0
0002S0000534,2,2025-12-02,26,spike,1.716574357575523,FullBody,20,3,10,9,34.0,23.75,4.0,150.0,4.0,,150.0
0002S0000535,2,2025-12-02,26,spike,1.716574357575523,FullBody,20,4,6,7,34.0,26.75,7.5,150.0,4.0,,150.0
0002S0000536,2,2025-12-02,26,spike,1.716574357575523,FullBody,20,5,9,10,34.0,25.0,7.5,150.0,4.0,,150.0
0002S0000537,2,2025-12-02,26,spike,1.716574357575523,FullBody,20,6,9,11,34.0,24.0,5.5,150.0,4.0,,150.0
0002S0000538,2,2025-12-02,26,spike,1.716574357575523,FullBody,20,7,11,11,34.0,25.0,7.0,150.0,4.0,,150.0
0002S0000539,2,2025-12-02,26,spike,1.716574357575523,FullBody,20,8,10,10,34.0,22.75,4.0,150.0,4.0,,150.0
0002S0000540,2,2025-12-02,26,spike,1.716574357575523,FullBody,20,9,9,10,34.0,25.75,1.0,150.0,4.0,,150.0
0002S0000541,2,2025-12-02,26,spike,1.716574357575523,FullBody,19,1,8,8,34.5,27.5,8.0,90.0,2.0,,150.0
0002S0000542,2,2025-12-02,26,spike,1.716574357575523,FullBody,19,2,7,6,34.5,26.25,4.0,90.0,2.0,,150.0
0002S0000543,2,2025-12-02,26,spike,1.716574357575523,FullBody,19,3,6,6,34.5,30.0,4.0,90.0,2.0,,150.0
0002S0000544,2,2025-12-02,26,spike,1.716574357575523,FullBody,19,4,9,9,34.5,25.25,5.0,90.0,2.0,,150.0
0002S0000545,2,2025-12-09,27,spike,1.7948653355802555,FullBody,20,1,7,6,34.75,27.0,1.0,180.0,4.0,,153.0
0002S0000546,2,2025-12-09,27,spike,1.7948653355802555,FullBody,20,2,12,12,34.75,21.75,4.0,180.0,4.0,,153.0
0002S0000547,2,2025-12-09,27,spike,1.7948653355802555,FullBody,20,3,8,8,34.75,25.5,5.5,180.0,4.0,Sentito bene,153.0
0002S0000548,2,2025-12-09,27,spike,1.7948653355802555,FullBody,20,4,8,9,34.75,25.25,3.0,180.0,4.0,,153.0
0002S0000549,2,2025-12-09,27,spike,1.7948653355802555,FullBody,20,5,7,7,34.75,27.25,4.0,180.0,4.0,Sentito bene,153.0
0002S0000550,2,2025-12-09,27,spike,1.7948653355802555,FullBody,20,6,7,8,34.75,27.75,9.0,180.0,4.0,,153.0
0002S0000551,2,2025-12-09,27,spike,1.7948653355802555,FullBody,20,7,8,9,34.75,27.5,5.0,180.0,4.0,,153.0
0002S0000552,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,1,11,13,33.75,24.75,3.0,120.0,2.0,,153.0
0002S0000553,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,2,10,9,33.75,24.75,3.5,120.0,2.0,,153.0
0002S0000554,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,3,10,11,33.75,25.75,5.0,120.0,2.0,,153.0
0002S0000555,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,4,6,7,33.75,29.25,,120.0,2.0,,153.0
0002S0000556,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,5,8,7,33.75,26.75,7.5,120.0,2.0,,153.0
0002S0000557,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,6,12,9,33.75,23.0,8.5,120.0,2.0,,153.0
0002S0000558,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,7,6,6,33.75,27.25,6.0,120.0,2.0,,153.0
0002S0000559,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,8,7,6,33.75,27.25,4.0,120.0,2.0,,153.0
0002S0000560,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,9,11,12,33.75,23.75,8.5,120.0,2.0,,153.0
0002S0000561,2,2025-12-09,27,spike,1.7948653355802555,FullBody,19,10,11,10,33.75,25.75,7.0,120.0,2.0,,153.0
0002S0000562,2,2025-12-11,27,spike,1.7948653355802555,FullBody,20,1,11,12,37.25,27.25,5.0,150.0,2.0,,154.0
0002S0000563,2,2025-12-11,27,spike,1.7948653355802555,FullBody,20,2,8,8,37.25,27.75,5.5,150.0,2.0,,154.0
0002S0000564,2,2025-12-11,27,spike,1.7948653355802555,FullBody,20,3,7,7,37.25,29.0,8.5,150.0,2.0,,154.0
0002S0000565,2,2025-12-11,27,spike,1.7948653355802555,FullBody,20,4,10,13,37.25,26.5,3.5,150.0,2.0,,154.0
0002S0000566,2,2025-12-11,27,spike,1.7948653355802555,FullBody,20,5,10,11,37.25,28.0,8.0,150.0,2.0,,154.0
0002S0000567,2,2025-12-11,27,spike,1.7948653355802555,FullBody,20,6,8,10,37.25,30.0,9.5,150.0,2.0,,154.0
0002S0000568,2,2025-12-11,27,spike,1.7948653355802555,FullBody,20,7,9,9,37.25,26.0,2.5,150.0,2.0,,154.0
0002S0000569,2,2025-12-11,27,spike,1.7948653355802555,FullBody,19,1,9,9,29.75,26.25,5.5,180.0,3.0,,154.0
0002S0000570,2,2025-12-11,27,spike,1.7948653355802555,FullBody,19,2,8,9,29.75,26.75,5.5,180.0,3.0,,154.0
0002S0000571,2,2025-12-11,27,spike,1.7948653355802555,FullBody,19,3,7,8,29.75,27.75,5.5,180.0,3.0,,154.0
0002S0000572,2,2025-12-11,27,spike,1.7948653355802555,FullBody,19,4,10,10,29.75,23.25,6.5,180.0,3.0,,154.0
0002S0000573,2,2025-12-11,27,spike,1.7948653355802555,FullBody,19,5,6,6,29.75,27.25,1.0,180.0,3.0,,154.0
0002S0000574,2,2025-12-11,27,spike,1.7948653355802555,FullBody,19,6,12,11,29.75,22.25,1.5,180.0,3.0,,154.0
0002S0000575,2,2025-12-11,27,spike,1.7948653355802555,FullBody,19,7,12,12,29.75,22.5,1.0,180.0,3.0,Recuperi corti,154.0
0002S0000576,2,2025-12-16,28,normal,1.2020475312553585,FullBody,20,1,11,10,33.25,27.0,4.0,150.0,2.0,,156.0
0002S0000577,2,2025-12-16,28,normal,1.2020475312553585,FullBody,20,2,11,11,33.25,24.0,3.5,150.0,2.0,,156.0
0002S0000578,2,2025-12-16,28,normal,1.2020475312553585,FullBody,20,3,6,5,33.25,32.5,8.5,150.0,2.0,,156.0
0002S0000579,2,2025-12-16,28,normal,1.2020475312553585,FullBody,20,4,12,11,33.25,25.25,4.0,150.0,2.0,,156.0
0002S0000580,2,2025-12-16,28,normal,1.2020475312553585,FullBody,20,5,6,5,33.25,30.5,3.5,150.0,2.0,,156.0
0002S0000581,2,2025-12-16,28,normal,1.2020475312553585,FullBody,20,6,7,8,33.25,30.0,1.5,150.0,2.0,,156.0
0002S0000582,2,2025-12-16,28,normal,1.2020475312553585,FullBody,19,1,12,12,34.5,22.75,5.5,120.0,3.0,,156.0
0002S0000583,2,2025-12-16,28,normal,1.2020475312553585,FullBody,19,2,11,10,34.5,24.0,5.5,120.0,3.0,,156.0
0002S0000584,2,2025-12-16,28,normal,1.2020475312553585,FullBody,19,3,6,6,34.5,28.0,5.5,120.0,3.0,,156.0
0002S0000585,2,2025-12-19,28,normal,1.2020475312553585,FullBody,20,1,12,11,37.5,23.0,5.0,90.0,3.0,,157.0
0002S0000586,2,2025-12-19,28,normal,1.2020475312553585,FullBody,20,2,11,12,37.5,26.75,3.0,90.0,3.0,,157.0
0002S0000587,2,2025-12-19,28,normal,1.2020475312553585,FullBody,20,3,6,5,37.5,30.25,4.0,90.0,3.0,,157.0
0002S0000588,2,2025-12-19,28,normal,1.2020475312553585,FullBody,20,4,8,6,37.5,27.0,8.0,90.0,3.0,,157.0
0002S0000589,2,2025-12-19,28,normal,1.2020475312553585,FullBody,20,5,8,7,37.5,29.0,8.0,90.0,3.0,,157.0
0002S0000590,2,2025-12-19,28,normal,1.2020475312553585,FullBody,20,6,9,9,37.5,27.5,5.0,90.0,3.0,,157.0
0002S0000591,2,2025-12-19,28,normal,1.2020475312553585,FullBody,20,7,8,10,37.5,26.0,2.0,90.0,3.0,,157.0
0002S0000592,2,2025-12-19,28,normal,1.2020475312553585,FullBody,19,1,11,12,28.5,23.25,,180.0,4.0,,157.0
0002S0000593,2,2025-12-19,28,normal,1.2020475312553585,FullBody,19,2,9,8,28.5,26.5,6.0,180.0,4.0,,157.0
0002S0000594,2,2025-12-19,28,normal,1.2020475312553585,FullBody,19,3,6,8,28.5,27.0,6.5,180.0,4.0,,157.0
0002S0000595,2,2025-12-19,28,normal,1.2020475312553585,FullBody,19,4,8,7,28.5,25.25,6.0,180.0,4.0,,157.0
0002S0000596,2,2025-12-19,28,normal,1.2020475312553585,FullBody,19,5,6,8,28.5,28.75,6.0,180.0,4.0,,157.0
0002S0000597,2,2025-12-19,28,normal,1.2020475312553585,FullBody,19,6,9,8,28.5,26.25,5.0,180.0,4.0,,157.0
0002S0000598,2,2025-12-21,28,normal,1.2020475312553585,FullBody,20,1,12,12,31.0,22.0,6.5,120.0,4.0,,158.0
0002S0000599,2,2025-12-21,28,normal,1.2020475312553585,FullBody,20,2,8,8,31.0,27.0,4.0,120.0,4.0,,158.0
0002S0000600,2,2025-12-21,28,normal,1.2020475312553585,FullBody,20,3,10,9,31.0,23.25,1.0,120.0,4.0,,158.0
0002S0000601,2,2025-12-21,28,normal,1.2020475312553585,FullBody,20,4,10,10,31.0,25.25,,120.0,4.0,,158.0
0002S0000602,2,2025-12-21,28,normal,1.2020475312553585,FullBody,20,5,7,6,31.0,27.0,1.0,120.0,4.0,,158.0
0002S0000603,2,2025-12-21,28,normal,1.2020475312553585,FullBody,20,6,6,6,31.0,26.5,7.5,120.0,4.0,,158.0
0002S0000604,2,2025-12-21,28,normal,1.2020475312553585,FullBody,19,1,9,11,30.5,26.0,5.5,90.0,3.0,,158.0
0002S0000605,2,2025-12-21,28,normal,1.2020475312553585,FullBody,19,2,9,9,30.5,25.5,3.5,90.0,3.0,,158.0
0002S0000606,2,2025-12-21,28,normal,1.2020475312553585,FullBody,19,3,11,12,30.5,22.75,7.0,90.0,3.0,,158.0
0002S0000607,2,2025-12-25,29,normal,1.0280514415038593,FullBody,20,1,6,4,35.0,27.75,5.0,180.0,4.0,Recuperi corti,160.0
0002S0000608,2,2025-12-25,29,normal,1.0280514415038593,FullBody,20,2,6,5,35.0,28.5,6.0,180.0,4.0,,160.0
0002S0000609,2,2025-12-25,29,normal,1.0280514415038593,FullBody,19,1,6,4,38.0,30.0,6.0,180.0,2.0,,160.0
0002S0000610,2,2025-12-25,29,normal,1.0280514415038593,FullBody,19,2,9,9,38.0,27.5,7.5,180.0,2.0,,160.0
0002S0000611,2,2025-12-31,30,normal,1.1647966230011009,FullBody,20,1,7,5,35.5,27.5,2.5,150.0,4.0,Recuperi corti,162.0
0002S0000612,2,2025-12-31,30,normal,1.1647966230011009,FullBody,20,2,6,8,35.5,27.0,2.5,150.0,4.0,,162.0
0002S0000613,2,2025-12-31,30,normal,1.1647966230011009,FullBody,20,3,6,7,35.5,28.5,4.0,150.0,4.0,,162.0
